ObjectID,GlobalID,Date of Failure,Tree Species,Other,Diameter of Tree,Height of Tree,Condition,Site Factors,Type of Soil,Weather factors,Diameter of Failed Part,Length of Failed Part,Failed Part,Root Failure,Stem Failure,Branch Failure,Location and Percentage of Decay,Decay Present,Other,CreationDate,Creator,EditDate,Editor,Care Factors,x,y
79,9001dd53-7b3a-493a-ad0e-e26bd9c73c1b,12/7/2019 12:00:00 AM,PinusContorta,,10,25,Good,UrbanEnviroment,Clay,,6,15,StemFailure,,"BreakatAttachment,CodominantAttachement",,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.52077,45.54502
80,520343bf-5773-4a79-b08a-b64301b27b9f,1/5/2019 12:00:00 AM,PseudotsugaMenziesii,,20,138,Good,"UrbanEnviroment,GradeChanges,RemovalofNearbyTree",Loam,"Wind,Rain",18,138,RootFailure,RootPlateLifted,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.11479,47.76215
81,d51aafcc-05d3-40c5-a221-d2710cc5a102,1/6/2019 8:00:00 AM,TsugaHeterophylla,,19,100,Dead,NaturalArea,Clay,"Wind,Rain",16,80,StemFailure,,DidNotBreakatAttachment,,"Heartwood,Decay>75%",PhaeolusSchweinitzii,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.252153743246,47.5602520192952
82,7f29015e-42ba-49c0-ad66-5bca89b74ea3,1/6/2019 8:00:00 AM,TsugaHeterophylla,,26,120,Poor,NaturalArea,Clay,"Wind,Rain",23,80,StemFailure,,DidNotBreakatAttachment,,"Heartwood,Decay>75%",PhaeolusSchweinitzii,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.252159299994,47.5596198088895
83,9e98cf7c-2ef3-4a96-b7d7-aa6f5d1003c6,1/6/2019 8:00:00 AM,TsugaHeterophylla,,17,70,Fair,"NaturalArea,SoilCompaction",Clay,"Wind,Rain",16,80,StemFailure,,"DidNotBreakatAttachment,DecayPresent",,"Decay>50%,Heartwood","PhaeolusSchweinitzii,HeterobasidionOccidentale",,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.251791815566,47.5599700148163
84,0caa0ef1-3711-4d3a-a618-210d536c432e,1/5/2019 12:00:00 AM,AcerMacrophyllum,,23,85,Good,"UrbanEnviroment,RemovalofNearbyTree",Loam,"Wind,Rain",23,85,RootFailure,RootPlateLifted,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-121.88517,47.51393
85,bb0a708b-e5e3-457c-95b1-97e30feaa2b8,1/5/2019 12:00:00 AM,TsugaHeterophylla,,18,65,Dead,UrbanEnviroment,Loam,"Wind,Rain",18,62,StemFailure,,StemwasDead,,Decay100%,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-121.88538,47.51175
86,80ed7845-26ff-418c-9d3c-385f533ece8e,1/6/2019 8:00:00 AM,AcerMacrophyllum,,36,90,Poor,"SteepSlope,NaturalArea",,"Wind,Rain",44,90,StemFailure,,DecayPresent,,"Heartwood,Decay>50%",KretzchmariaDuesta,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.372607900837,47.5772981920359
87,9e7c3c1f-6f6e-4162-8fca-47e0afccfaea,1/6/2019 8:00:00 AM,AcerMacrophyllum,,46,85,Poor,"NaturalArea,SteepSlope",,"Wind,Rain",23,40,BranchFailure,,,"BranchAngledUp,DecayPresent","Heartwood,Decay>50%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.284491590678,47.6215369521732
88,3c4ee907-07c6-4bb5-a768-fcb71c290953,1/6/2019 8:00:00 AM,CedrusDeodara,,40,75,Good,UrbanEnviroment,,"Wind,Rain",5,20,BranchFailure,,,"BranchHorizontal,BreakatAttachment",,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.269189721032,47.5639500099607
89,aea5e878-bcff-43d6-84a0-c85f7c8384bb,1/6/2019 8:00:00 AM,AcerMacrophyllum,,45,80,Poor,"NaturalArea,UrbanEnviroment",Clay,"Wind,Rain",24,70,StemFailure,,"BreakatAttachment,DecayPresent",,"Heartwood,Decay>50%",KretzchmariaDuesta,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.289034029478,47.5791653260197
90,c8c1819b-8f0d-41e8-8b10-6c0ea4a8f5e3,1/6/2019 8:00:00 AM,AcerMacrophyllum,,29,80,Poor,"NaturalArea,UrbanEnviroment",Clay,"Wind,Rain",18,70,StemFailure,,DidNotBreakatAttachment,,,KretzchmariaDuesta,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.314947722697,47.593558398616
91,571e1b8e-693e-4d52-bf15-71638bdd3ae1,1/5/2019 12:00:00 AM,AcerMacrophyllum,,14,65,Dead,UrbanEnviroment,Loam,"Wind,Rain",14,65,RootFailure,"RootPlateLifted,DecayOrganismPresent",,,Decay100%,ArmillariaSpp.,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.20491,47.59169
92,f2b5aba4-7ba7-4f02-b0a3-2949c0d130db,1/5/2019 12:00:00 AM,TsugaHeterophylla,,16,65,Poor,UrbanEnviroment,Loam,"Wind,Rain",16,65,RootFailure,"RootPlateLifted,DecayOrganismPresent",,,Decay100%,ArmillariaSpp.,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.20488,47.59167
93,8304aeda-03ba-4890-971f-cc03d3ddc076,1/5/2019 12:00:00 AM,TsugaHeterophylla,,18,70,Poor,UrbanEnviroment,Loam,"Wind,Rain",18,70,RootFailure,"RootPlateLifted,DecayOrganismPresent",,,Decay100%,ArmillariaSpp.,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.20487,47.59166
94,0641fc07-af5f-4a7d-845a-2a4e47b12ae1,1/5/2019 8:00:00 AM,TsugaHeterophylla,,14,60,Poor,UrbanEnviroment,Loam,"Wind,Rain",14,60,RootFailure,"RootPlateLifted,DecayOrganismPresent",,,Decay100%,ArmillariaSpp.,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.20486,47.59167
95,76517af2-7edf-403a-90b2-78bd9c61fb5e,12/20/2018 8:00:00 AM,PseudotsugaMenziesii,,18,50,Good,"UrbanEnviroment,SoilCompaction",Clay,Wind,18,50,RootFailure,"SoilFailure,RootPlateLifted",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.79975,49.17831
96,e335f0e3-d0e8-4ed1-9e71-5b3ea808519a,12/20/2018 8:00:00 AM,PseudotsugaMenziesii,,30,80,Poor,"UrbanEnviroment,RemovalofNearbyTree",Clay,Wind,30,80,RootFailure,DecayOrganismPresent,,,Decay>50%,ArmillariaSpp.,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.84194,49.12411
97,a2df3d32-1513-4041-b525-41ee485f90a8,12/20/2018 8:00:00 AM,ThujaPlicata,,40,95,Good,,Loam,Wind,30,80,StemFailure,,"BreakatAttachment,CodominantAttachement,IncludedBark,DecayPresent",,"Heartwood,Decay<25%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.26935,48.23928
98,a6e30371-f4f8-4935-8dfb-15478a857527,12/20/2018 8:00:00 AM,PseudotsugaMenziesii,,24,90,Fair,SoilCompaction,Clay,Wind,24,90,RootFailure,"RootPlateLifted,LowCrownRatio,DecayOrganismPresent",,,"Heartwood,Decay100%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.47118,48.23037
99,1a1176e9-6450-4fdb-afb3-697d1ff45f61,1/6/2019 8:00:00 AM,TsugaHeterophylla,,30,80,Fair,UrbanEnviroment,,"Wind,Rain",30,,RootFailure,RootPlateLifted,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.316375933118,47.3465998405433
100,9f0bc855-ab3b-4e1f-b41f-9d1759fe5a24,1/6/2019 8:00:00 AM,AcerSaccharinum,,9,40,Fair,UrbanEnviroment,,"Wind,Rain",10,40,RootFailure,RootPlateLifted,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.363926794588,47.2927103733687
101,ebc9ba78-e326-4564-91a3-e9cc588d0e95,1/3/2019 8:00:00 AM,PopulusAlba,,17,50,Poor,,,,17,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.373850028158,47.5564542456484
102,31979422-8a42-4b9c-b109-77b610b90e0b,1/2/2019 8:00:00 AM,PopulusNigra,,22,40,Dead,,,,22,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.282054704285,47.6197079648951
103,078b3203-09e6-467c-b6f2-4d4acb341bbe,1/2/2019 8:00:00 AM,AcerRubrum,,15,40,Dead,,,,15,,StemFailure,,StemwasDead,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.367874344061,47.7097771915461
104,76070d04-0d9b-4745-a91f-1efcf309c020,1/3/2019 8:00:00 AM,ArbutusMenziesii,,12,14,Dead,,,,12,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.368913664628,47.7105478879716
105,5f7f125c-eb94-4534-bfad-4ce83387d8a7,1/6/2019 8:00:00 AM,AcerPlatanoides,,13,45,Good,"UrbanEnviroment,SoilCompaction",Clay,"Wind,Rain",12,45,RootFailure,RootPlateLifted,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.290971233427,47.6022209646073
106,99d0866a-11e9-4485-9e97-2bd3e0bed451,1/6/2019 8:00:00 AM,FraxinusPennsylvanica,,12,35,Good,"UrbanEnviroment,SoilCompaction",Clay,"Wind,Rain",12,35,RootFailure,RootPlateLifted,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.290968153009,47.602453398741
107,d2ba1ab6-5029-4cdd-b50d-fcda88048a09,12/14/2018 8:00:00 AM,TiliaTomentosa,,30,60,Poor,UrbanEnviroment,Clay,,30,60,RootFailure,,,,Decay>50%,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.67633,45.63468
108,a5c35ff5-0986-4679-8cd4-389c0da0e988,12/20/2018 8:00:00 AM,AcerMacrophyllum,,3,30,Fair,"UrbanEnviroment,SoilEroded,SteepSlope",,"Wind,Rain",3,30,StemFailure,,"BreakatAttachment,CodominantAttachement",,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.3017,47.57441
109,474395a0-07df-455a-b0a4-9682f23318c5,1/9/2019 8:00:00 AM,CalocedrusDecurrens,,26,65,Good,"UrbanEnviroment,GradeChanges,RemovalofNearbyTree",Sandy,"Wind,Rain",90,65,RootFailure,"SoilFailure,HeavyCanopyRelatedtoPoorPruning",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.53313,47.26297
110,d35b5c75-2679-4025-a4e2-158b25cd7822,12/20/2018 8:00:00 AM,ThujaPlicata,,47,60,Fair,UrbanEnviroment,,Wind,18,40,StemFailure,,"BreakatAttachment,CodominantAttachement,IncludedBark,Topping,ExcessiveCanopyRaising,DecayPresent",,"Sapwood,Decay<25%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.82872,49.20021
111,16f87388-dd45-4318-9cbf-e0b9a667855d,1/9/2019 12:00:00 AM,TsugaHeterophylla,,26,166,Good,RemovalofNearbyTree,Loam,"Wind,Rain",26,166,RootFailure,DecayOrganismPresent,,,Decay100%,ArmillariaSpp.,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.0213,47.69657
112,b8d04e5d-6408-4db8-b99f-399493882410,1/10/2019 8:00:00 AM,AcerMacrophyllum,,36,70,Fair,"UrbanEnviroment,NaturalArea",Loam,Wind,36,65,StemFailure,,"BreakatAttachment,CodominantAttachement,DecayPresent",,"Heartwood,Decay<25%",ArmillariaSpp.,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.56652,45.39455
113,9b767284-e445-4060-909d-8355d993e086,1/6/2019 8:00:00 AM,PopulusTrichocarpa,,26,70,Poor,,,Wind,11,55,StemFailure,,DidNotBreakatAttachment,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.293244386821,47.4997750871072
114,aef0218f-89cd-4bf6-99e7-e08681135c07,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,18,80,Good,,,Wind,2,,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.252188399121,47.4730969247847
115,587e6c24-fb3a-4b1c-b9a4-fe9163db4db7,1/6/2019 8:00:00 AM,SalixLasiandra,,10,30,Poor,,,Wind,10,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.250971477239,47.4680590245571
116,fbe8dcc5-f847-4ec0-abec-768d6d22ff6f,1/6/2019 8:00:00 AM,PopulusTrichocarpa,,24,80,Fair,,,Wind,4,20,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.244047980574,47.4486031279546
117,9415a64f-ccc0-48cb-8cd8-fab99e842464,1/13/2019 8:00:00 AM,ChamaecyparisLawsoniana,,24,35,Good,,,Wind,24,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.243943994882,47.4577851690515
118,446bbc23-08ad-41cc-b1f6-e4ad51e61d1c,1/6/2019 8:00:00 AM,PopulusTrichocarpa,,22,50,Dead,NaturalArea,,Wind,8,25,BranchFailure,,,BranchwasDead,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.28401487129,47.3827371819637
119,69831cd5-f861-41ef-8770-4d13be5450c5,1/6/2019 8:00:00 AM,AcerMacrophyllum,,16,40,Fair,,,Wind,4,15,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.249317232893,47.4636459313997
120,90828e72-9bf0-49a1-85a1-93ec86e7c209,1/6/2019 8:00:00 AM,ThujaPlicata,,42,75,Good,"UrbanEnviroment,NaturalArea,SoilCompaction",Clay,"Wind,Rain",3,10,BranchFailure,,,"BreakatAttachment,BranchHorizontal",,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.306654540663,47.6708715860924
121,1b6310b8-b241-449b-ab58-6be6bd1c9a20,1/6/2019 8:00:00 AM,AcerMacrophyllum,,50,70,Good,"NaturalArea,SoilCompaction",,"Wind,Rain",6,20,StemFailure,,DidNotBreakatAttachment,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.337645018233,47.5313893384564
122,e1d9c4dd-53a9-4d27-b8c8-7da5339463d5,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,35,100,Good,UrbanEnviroment,,Wind,4,15,BranchFailure,,,"BreakatAttachment,BranchHorizontal",,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.159754369537,47.3865936904744
123,8ea5ee10-2717-4035-b4bd-086531fbe991,1/6/2019 8:00:00 AM,AcerMacrophyllum,,30,90,Fair,,,Wind,27,60,StemFailure,,DidNotBreakatAttachment,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.215698769267,47.3864334457958
124,81ef2f30-4ba9-4e12-9bc5-dfcaa73b6009,1/6/2019 8:00:00 AM,AcerMacrophyllum,,14,75,Poor,NaturalArea,,Wind,13,65,StemFailure,,DecayPresent,,"Heartwood,Decay>50%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.14569932379,47.3863257846982
125,7b80925b-748c-4334-9292-92d5d4cccb9d,1/6/2019 8:00:00 AM,AlnusRubra,,18,60,Fair,,,Wind,10,60,StemFailure,,"CodominantAttachement,BreakatAttachment",,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.147936989058,47.3860813405052
126,ac3f45c0-3674-41a0-8517-f3f5fa34188c,1/5/2019 12:00:00 AM,RobiniaPseudoacacia,,25,45,Fair,UrbanEnviroment,Loam,"Wind,Rain",25,45,RootFailure,"RootPlateLifted,SurfaceRootsWounded,DecayOrganismPresent",,,"Heartwood,Decay<25%",Other,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.33648,47.51718
127,adb151ad-937c-4b9a-8ee2-81f0809c7842,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,34,130,Fair,NaturalArea,Loam,Wind,15,50,StemFailure,,"BreakatAttachment,CodominantAttachement,IncludedBark",,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-121.88531,47.52584
128,9916a6a5-cb68-4074-a18c-92eb7025c5c1,1/8/2019 8:00:00 AM,PseudotsugaMenziesii,,21,90,Good,NaturalArea,Loam,Wind,21,90,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-121.86783,47.52026
129,54f79264-59fe-4698-8e80-7b3d69227f85,1/6/2019 8:00:00 AM,AcerMacrophyllum,,14,55,Poor,NaturalArea,,Wind,14,55,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.339383290407,47.4147709299515
130,a8ec11a8-f85b-4c8a-b26d-10b1a7bfbfc5,1/6/2019 8:00:00 AM,AlnusRubra,,23,60,Fair,NaturalArea,,"Wind,Rain",23,60,RootFailure,"SoilFailure,RootPlateLifted,UncorrectedTreeLean",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.318766489801,47.3940237684151
131,4c9ad86b-3129-4b1e-a828-3a51a7459c91,1/6/2019 8:00:00 AM,FraxinusOxycarpa,,10,30,Good,UrbanEnviroment,,Wind,10,,RootFailure,RootPlateLifted,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.253830357852,47.441369206955
132,fe3e50b7-1080-4ae9-aec9-a0fc1cb0bea6,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,27,70,Good,,,Wind,4,,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.400439132414,47.529747400927
133,ebb762c7-98ff-4a8a-8eb9-3bb6585651a0,1/6/2019 8:00:00 AM,AcerMacrophyllum,,25,60,Fair,,,Wind,16,,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.391336315446,47.6543382021233
134,d14c6c95-dbdd-48b0-8adc-27556fedf1a8,1/6/2019 8:00:00 AM,PopulusDeltoids,,27,60,Dead,,,Wind,27,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.251567767129,47.6757030395675
135,3e266893-c77b-434c-b57e-9e2bb25b5423,1/6/2019 8:00:00 AM,PopulusTrichocarpa,,40,80,Fair,,,Wind,30,,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.295606604414,47.6356387338047
136,e24f715f-fde7-4a91-b274-8a3683288d1f,1/6/2019 8:00:00 AM,TiliaCordata,,22,50,Fair,,,Wind,30,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.303166656114,47.6244652072304
137,285aff1f-297a-4c99-90c9-9dda3242928d,1/6/2019 8:00:00 AM,PiceaAbies,,16,70,Dead,,,"Wind,Rain",16,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.350335294502,47.6679768223697
138,086a6ddc-2cbc-46b8-b96b-4a40072fc4ae,1/6/2019 8:00:00 AM,FraxinusAmericana,,50,50,Poor,,,"Wind,Rain",50,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.38617224498,47.6427935945083
139,3f71e364-9184-41a1-82aa-ee5ab02fa937,1/6/2019 8:00:00 AM,AcerMacrophyllum,,57,80,Fair,,,,27,,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.295446486752,47.6341331004328
140,1f0ba0df-3e24-4438-b8a3-d39761b6a5d8,1/10/2019 8:00:00 AM,SalixLasiandra,,24,40,Poor,,,,24,,RootFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.285187619194,47.6010857592616
141,c2bd2cf6-eb67-49a4-ae86-d28c9b5e0017,1/6/2019 8:00:00 AM,UlumusAmericana,,52,70,Fair,,,,57,,RootFailure,RootPlateLifted,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.417551225235,47.6599834829888
142,04ebf068-97ff-4229-8224-f5a61f002b54,1/10/2019 8:00:00 AM,AcerMacrophyllum,,20,60,Fair,,,,7,,StemFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.341682137962,47.5241590658545
143,12ff2e2d-e1df-4587-9143-097b83724526,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,27,90,Good,,,Wind,3,15,BranchFailure,,,BreakatAttachment,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.290397558444,47.4061359223339
144,51f65aae-92a8-4ac8-8a44-142bfe0df0fb,1/6/2019 8:00:00 AM,PinusMonticola,,24,80,Fair,UrbanEnviroment,,Wind,13,40,StemFailure,,"BreakatAttachment,CodominantAttachement,IncludedBark",,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.271047507335,47.4550604946049
145,93826566-4bc4-4b1f-a461-4a2b312ae6c6,1/6/2019 8:00:00 AM,AcerMacrophyllum,,26,75,Poor,NaturalArea,Clay,Wind,40,75,StemFailure,,"DidNotBreakatAttachment,Cavity,DecayPresent",,"Heartwood,Decay>75%",KretzchmariaDuesta,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.267397670265,47.4590229480354
146,c3341ffc-fc78-4590-b411-5f73670ccd8c,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,22,80,Good,NaturalArea,Clay,"Wind,Rain",18,70,StemFailure,,DidNotBreakatAttachment,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.275623176753,47.4289747118709
147,44829feb-69c7-4832-8dff-cb98cbf74c79,1/6/2019 8:00:00 AM,ChamecyparisPisifera,,18,65,Good,UrbanEnviroment,Clay,"Wind,Rain",18,65,RootFailure,"RootPlateLifted,DecayOrganismPresent",,,"Heartwood,Decay>25%",,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.279214119371,47.4279318975078
148,fa3a89ea-1a68-4f12-af0e-7ae6516217ca,1/6/2019 12:00:00 AM,ThujaPlicata,,46,134,Good,"GradeChanges,RemovalofNearbyTree",Loam,"Wind,Rain",46,134,RootFailure,"SoilFailure,RootPlateLifted",,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.390791743,47.7800292750001
149,19bcf0a3-dca0-4329-a801-1f51c281649b,1/15/2019 8:00:00 AM,PseudotsugaMenziesii,,72,120,Fair,"SoilEroded,RemovalofNearbyTree",Silt,"Wind,Rain",72,60,RootFailure,RootPlateLifted,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.60322,44.14082
150,9a54dd71-1f03-4d2b-9cd7-e7276c9c76ea,1/6/2019 8:00:00 AM,AlnusRubra,,21,80,Dead,"SteepSlope,NaturalArea",Clay,"Wind,Rain",21,80,RootFailure,"SoilFailure,CorrectedTreeLean",,,,PhytophthoraCactorum,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.373502606467,47.5556009772041
151,98e6230c-10a7-45df-8301-c82856b458e2,1/6/2019 8:00:00 AM,AcerMacrophyllum,,20,60,Dead,NaturalArea,Clay,Wind,20,55,StemFailure,,DidNotBreakatAttachment,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.405127687942,47.5631397701456
152,e845f487-92e2-4018-b541-15922d36cb2d,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,22,85,Fair,"UrbanEnviroment,NaturalArea",Clay,"Wind,Rain",20,70,StemFailure,,"DidNotBreakatAttachment,DecayPresent",,"Heartwood,Decay>50%","ArmillariaSpp.,PhaeolusSchweinitzii",,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.291432026148,47.361780227085
153,a3da934b-ba79-43ba-8293-6e6de268eccd,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,16,60,Poor,"UrbanEnviroment,SoilCompaction,NaturalArea",Clay,"Wind,Rain",16,60,RootFailure,"SurfaceRootsWounded,DecayOrganismPresent",,,"Heartwood,Decay>75%",ArmillariaSpp.,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.291455330645,47.3618607685821
154,f6bc3a14-c31c-4e7b-8b2a-4d606646121f,1/18/2019 12:00:00 AM,PseudotsugaMenziesii,,22,80,Good,SoilCompaction,Sandy,"Wind,Rain",22,80,RootFailure,DecayOrganismPresent,,,"Heartwood,Decay>75%",ArmillariaSpp.,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-125.24741,49.90007
155,fd474892-86d6-4d14-a9c5-1e88367cdf60,1/6/2019 8:00:00 AM,PseudotsugaMenziesii,,24,100,Good,"NaturalArea,SteepSlope",Clay,Wind,4,,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.321643725163,47.3758215124986
156,b1a553bb-b26e-483a-ada1-1059c211f4b1,1/6/2019 8:00:00 AM,TsugaHeterophylla,,12,50,Dead,,,Wind,12,50,RootFailure,BrokenRoots,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.319690617441,47.3756007014175
157,a63fee4d-d565-4505-b1ee-9d9a26fd7fc3,1/6/2019 8:00:00 AM,AcerMacrophyllum,,15,55,Poor,"NaturalArea,SoilCompaction",Clay,Wind,6,25,BranchFailure,,,,,,,8/5/2023 12:38:35 AM,jpywell,8/5/2023 12:38:35 AM,jpywell,,-122.318532568484,47.3749573179867
